experiment_accession	experiment_title	organism_name	instrument	submitter	study_accession	study_title	sample_accession	sample_title	total_size_mb	total_runs	total_spots	total_bases	library_name	library_strategy	library_source	library_selection	bioproject	publication_url	publication_doi	publication_title	excluded	exclusion_criteria	oligo_dt_annotated	blood_meal_hour	sex.x	contam	pool_size	tissue.x	source	run_accession	experiment_desc	organism_taxid	library_layout	instrument_model	instrument_model_desc	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	isolate	breed	host	isolation_source	collection_date	geo_loc_name	tissue.y	dev_stage	sex.y	biosamplemodel	age	analysis_type	data_type	gssr_id	library_type	lsid	material_type	product_order	product_part_number	project	research_project	root_sample_id	sample_id	work_request	rna isolation method	collection date	strain	specific host	"geographic location (country and/or sea, region)"	analyte type	isolation-source	rna isolation	sample_type	tissue_type	label	id	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRX375261	24h fed females biopanned	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500513	NA	103.51	1	855252	160787376	BP10	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	exclude	biopanned and potential phage contamination	NA	NA	female	rabbit; phage	10	NA	"Texas A&M, Oklahoma State University"	SRR1027764	24h fed females biopanned	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	108535647	855252	160787376	BP10	SRR1027764.sralite	42558648	2020-06-22T08:10:25Z	385f2289c6f6cbb670d8259c7c3cee11	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR1027764/SRR1027764.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027764/SRR1027764.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027764/SRR1027764.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027764/SRR1027764.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	BP10	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/004/SRR1027764/SRR1027764_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/004/SRR1027764/SRR1027764_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/004/SRR1027764/SRR1027764_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/004/SRR1027764/SRR1027764_2.fastq.gz
SRX375260	Fed Males	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500509	NA	49.96	1	413856	77804928	PL17	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	?	male	rabbit; phage	10	whole	"Texas A&M, Oklahoma State University"	SRR1027761	Fed Males	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	52391812	413856	77804928	PL17	SRR1027761.sralite	20685114	2020-06-22T08:10:08Z	ded80ef33b0b3a72d29f8fd33e347c60	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR1027761/SRR1027761.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027761/SRR1027761.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027761/SRR1027761.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027761/SRR1027761.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	BP6	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1027761/SRR1027761_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1027761/SRR1027761_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/001/SRR1027761/SRR1027761_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/001/SRR1027761/SRR1027761_2.fastq.gz
SRX375259	Fed males	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500512	NA	102.85	1	850276	159851888	PL3	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	?	male	rabbit; phage	10	whole	"Texas A&M, Oklahoma State University"	SRR1027763	Fed males	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	107844439	850276	159851888	PL3	SRR1027763.sralite	42313827	2020-06-22T08:10:43Z	8ab9b23ea4d5477f3eef6c4551849938	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR1027763/SRR1027763.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027763/SRR1027763.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027763/SRR1027763.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027763/SRR1027763.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	PL3	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/003/SRR1027763/SRR1027763_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/003/SRR1027763/SRR1027763_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/003/SRR1027763/SRR1027763_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/003/SRR1027763/SRR1027763_2.fastq.gz
SRX375258	4 day fed females	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500511	NA	124.82	1	1031591	193939108	PL2	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	96	female	rabbit; phage	10	whole	"Texas A&M, Oklahoma State University"	SRR1027762	4 day fed females	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	130881943	1031591	193939108	PL2	SRR1027762.sralite	51288615	2020-06-22T08:10:38Z	36d39876961a4b587a83daf5314f6145	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-4/SRR1027762/SRR1027762.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027762/SRR1027762.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027762/SRR1027762.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027762/SRR1027762.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	PL2	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/002/SRR1027762/SRR1027762_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/002/SRR1027762/SRR1027762_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/002/SRR1027762/SRR1027762_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/002/SRR1027762/SRR1027762_2.fastq.gz
SRX375256	24h fed female biopanned	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500509	NA	229.69	1	1922401	361411388	BP6	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	exclude	biopanned and potential phage contamination	NA	NA	female	rabbit; phage	10	NA	"Texas A&M, Oklahoma State University"	SRR1027752	24h fed female biopanned	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	240843717	1922401	361411388	BP6	SRR1027752.sralite	95326246	2020-06-22T08:10:50Z	cb3e06ed6709bcab4c2a8096c631f4e4	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR1027752/SRR1027752.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027752/SRR1027752.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027752/SRR1027752.sralite.1	worldwide	anonymous	gs://sra-pub-zq-5/SRR1027752/SRR1027752.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	BP6	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/002/SRR1027752/SRR1027752_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/002/SRR1027752/SRR1027752_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/002/SRR1027752/SRR1027752_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/002/SRR1027752/SRR1027752_2.fastq.gz
SRX375255	24h fed female	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500508	NA	90.08	1	740878	139285064	PL1	RNA-Seq	TRANSCRIPTOMIC	size fractionation	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	24	female	rabbit; phage	10	whole	"Texas A&M, Oklahoma State University"	SRR1027751	24h fed female	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	94457406	740878	139285064	PL1	SRR1027751.sralite	36898128	2020-06-22T08:10:42Z	0e6e320e21cda0b30808031e0552ec7a	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR1027751/SRR1027751.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027751/SRR1027751.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027751/SRR1027751.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027751/SRR1027751.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	PL1	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1027751/SRR1027751_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1027751/SRR1027751_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/001/SRR1027751/SRR1027751_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/001/SRR1027751/SRR1027751_2.fastq.gz
SRX375017	Fed Male Whole Tick	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500380	NA	6.2	1	50887	10177400	AAFM	RNA-Seq	TRANSCRIPTOMIC	unspecified	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	?	male	rabbit; phage	10	whole	"Texas A&M, Oklahoma State University"	SRR1027485	Fed Male Whole Tick	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	6498628	50887	10177400	AAFM	SRR1027485.sralite	2743033	2020-06-21T04:46:55Z	1f295bac347f4626254c58eb42a422d0	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR1027485/SRR1027485.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027485/SRR1027485.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027485/SRR1027485.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027485/SRR1027485.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	AAFM	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/005/SRR1027485/SRR1027485_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/005/SRR1027485/SRR1027485_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/005/SRR1027485/SRR1027485_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/005/SRR1027485/SRR1027485_2.fastq.gz
SRX374976	Unfed Male Whole Tick	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500339	NA	9.87	1	78212	15642400	AAUM	RNA-Seq	TRANSCRIPTOMIC	unspecified	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	0	male	rabbit; phage	10	whole	"Texas A&M, Oklahoma State University"	SRR1027483	Unfed Male Whole Tick	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	10350732	78212	15642400	AAUM	SRR1027483.sralite	4191164	2020-06-21T04:46:43Z	b986e75c87744323a00aa2d8e9f409d7	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR1027483/SRR1027483.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027483/SRR1027483.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027483/SRR1027483.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027483/SRR1027483.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	AAUM	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/003/SRR1027483/SRR1027483_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/003/SRR1027483/SRR1027483_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/003/SRR1027483/SRR1027483_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/003/SRR1027483/SRR1027483_2.fastq.gz
SRX374973	Fed Females Whole Tick	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500336	NA	11.15	1	95726	19145200	AAFF	RNA-Seq	TRANSCRIPTOMIC	unspecified	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	96	female	rabbit; phage	10	whole	"Texas A&M, Oklahoma State University"	SRR1027481	Fed Females Whole Tick	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	11689934	95726	19145200	AAFF	SRR1027481.sralite	5119331	2021-06-16T08:08:38Z	fbfeccb13cc6f910e64f63dcd8eb2ba6	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1027481/SRR1027481.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027481/SRR1027481.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027481/SRR1027481.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027481/SRR1027481.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	AAFF	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1027481/SRR1027481_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1027481/SRR1027481_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/001/SRR1027481/SRR1027481_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/001/SRR1027481/SRR1027481_2.fastq.gz
SRX374970	Unfed Female Whole Tick	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500333	NA	35.32	1	352313	70462600	AAUF	RNA-Seq	TRANSCRIPTOMIC	unspecified	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	0	female	rabbit; phage	10	whole	"Texas A&M, Oklahoma State University"	SRR1027479	Unfed Female Whole Tick	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	37033552	352313	70462600	AAUF	SRR1027479.sralite	18686343	2021-06-15T23:40:49Z	9af184041bb66a7639be8fb74b20cb8a	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1027479/SRR1027479.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027479/SRR1027479.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027479/SRR1027479.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027479/SRR1027479.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	whole tick	AAUF	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/009/SRR1027479/SRR1027479_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/009/SRR1027479/SRR1027479_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/009/SRR1027479/SRR1027479_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/009/SRR1027479/SRR1027479_2.fastq.gz
SRX374967	Female Midgut 120h fed	Amblyomma americanum	Illumina HiSeq 2000	Texas A&M University	SRP032795	Amblyomma americanum strain:Stillwater Oklahoma Transcriptome or Gene expression	SRS500330	NA	9.89	1	81897	16379400	MG120	RNA-Seq	TRANSCRIPTOMIC	unspecified	PRJNA226980	https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-017-2080-1; https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-15-518	https://doi.org/10.1186/s13071-017-2080-1; https://doi.org/10.1186/1471-2164-15-518	A repertoire of protease inhibitor families in Amblyomma americanum and other tick species: inter-species; A 24-48 h fed Amblyomma americanum tick saliva immuno-proteome  comparative analyses	keep	NA	oligo_dt	120	female	rabbit; phage	10	midgut	"Texas A&M, Oklahoma State University"	SRR1027477	Female Midgut 120h fed	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	10372679	81897	16379400	MG120	SRR1027477.sralite	4386729	2021-06-15T16:07:04Z	51797035d36a37713461e047b0be8aed	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1027477/SRR1027477.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027477/SRR1027477.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/027/SRR1027477/SRR1027477.sralite.1	worldwide	anonymous	gs://sra-pub-zq-6/SRR1027477/SRR1027477.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	midgut	MG120	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/007/SRR1027477/SRR1027477_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/007/SRR1027477/SRR1027477_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/007/SRR1027477/SRR1027477_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR102/007/SRR1027477/SRR1027477_2.fastq.gz
